COD_ISTAT;COMUNE;SIGLA;PROVINCIA;ID_COMUNE_STATO;COMUNE_POSTE;CODICE_CATASTALE;COD_ISTAT_REGIONE;REGIONE;
999997;SAN MARINO;97;SAN MARINO;0;SAN MARINO;Z130;97;SAN MARINO;
999998;COMUNE ESTERO;98;PROVINCIA ESTERA;0;COMUNE ESTERO;9998;98;REGIONE ESTERA;
999999;COMUNE NON FORNITO;99;PROVINCIA NON DEFINITA;0;COMUNE NON FORNITO;;99;REGIONE NON DEFINITA;
084001;AGRIGENTO;AG;AGRIGENTO;0;AGRIGENTO;A089;19;SICILIA;
084002;ALESSANDRIA DELLA ROCCA;AG;AGRIGENTO;0;ALESSANDRIA DELLA ROCCA;A181;19;SICILIA;
084003;ARAGONA;AG;AGRIGENTO;0;ARAGONA;A351;19;SICILIA;
084004;BIVONA;AG;AGRIGENTO;0;BIVONA;A896;19;SICILIA;
084005;BURGIO;AG;AGRIGENTO;0;BURGIO;B275;19;SICILIA;
084006;CALAMONACI;AG;AGRIGENTO;0;CALAMONACI;B377;19;SICILIA;
084007;CALTABELLOTTA;AG;AGRIGENTO;0;CALTABELLOTTA;B427;19;SICILIA;
084008;CAMASTRA;AG;AGRIGENTO;0;CAMASTRA;B460;19;SICILIA;
084009;CAMMARATA;AG;AGRIGENTO;0;CAMMARATA;B486;19;SICILIA;
084010;CAMPOBELLO DI LICATA;AG;AGRIGENTO;0;CAMPOBELLO DI LICATA;B520;19;SICILIA;
084011;CANICATTI';AG;AGRIGENTO;0;CANICATTI';B602;19;SICILIA;
084012;CASTELTERMINI;AG;AGRIGENTO;0;CASTELTERMINI;C275;19;SICILIA;
084013;CASTROFILIPPO;AG;AGRIGENTO;0;CASTROFILIPPO;C341;19;SICILIA;
084014;CATTOLICA ERACLEA;AG;AGRIGENTO;0;CATTOLICA ERACLEA;C356;19;SICILIA;
084015;CIANCIANA;AG;AGRIGENTO;0;CIANCIANA;C668;19;SICILIA;
084016;COMITINI;AG;AGRIGENTO;0;COMITINI;C928;19;SICILIA;
084017;FAVARA;AG;AGRIGENTO;0;FAVARA;D514;19;SICILIA;
084018;GROTTE;AG;AGRIGENTO;0;GROTTE;E209;19;SICILIA;
084019;JOPPOLO GIANCAXIO;AG;AGRIGENTO;0;JOPPOLO GIANCAXIO;E390;19;SICILIA;
084020;LAMPEDUSA E LINOSA;AG;AGRIGENTO;0;LAMPEDUSA E LINOSA;E431;19;SICILIA;
084021;LICATA;AG;AGRIGENTO;0;LICATA;E573;19;SICILIA;
084022;LUCCA SICULA;AG;AGRIGENTO;0;LUCCA SICULA;E714;19;SICILIA;
084023;MENFI;AG;AGRIGENTO;0;MENFI;F126;19;SICILIA;
084024;MONTALLEGRO;AG;AGRIGENTO;0;MONTALLEGRO;F414;19;SICILIA;
084025;MONTEVAGO;AG;AGRIGENTO;0;MONTEVAGO;F655;19;SICILIA;
084026;NARO;AG;AGRIGENTO;0;NARO;F845;19;SICILIA;
084027;PALMA DI MONTECHIARO;AG;AGRIGENTO;0;PALMA DI MONTECHIARO;G282;19;SICILIA;
084028;PORTO EMPEDOCLE;AG;AGRIGENTO;0;PORTO EMPEDOCLE;F299;19;SICILIA;
084029;RACALMUTO;AG;AGRIGENTO;0;RACALMUTO;H148;19;SICILIA;
084030;RAFFADALI;AG;AGRIGENTO;0;RAFFADALI;H159;19;SICILIA;
084031;RAVANUSA;AG;AGRIGENTO;0;RAVANUSA;H194;19;SICILIA;
084032;REALMONTE;AG;AGRIGENTO;0;REALMONTE;H205;19;SICILIA;
084033;RIBERA;AG;AGRIGENTO;0;RIBERA;H269;19;SICILIA;
084034;SAMBUCA DI SICILIA;AG;AGRIGENTO;0;SAMBUCA DI SICILIA;H743;19;SICILIA;
084035;SAN BIAGIO PLATANI;AG;AGRIGENTO;0;SAN BIAGIO PLATANI;H778;19;SICILIA;
084036;SAN GIOVANNI GEMINI;AG;AGRIGENTO;0;SAN GIOVANNI GEMINI;H914;19;SICILIA;
084039;SANT'ANGELO MUXARO;AG;AGRIGENTO;0;SANT'ANGELO MUXARO;I290;19;SICILIA;
084037;SANTA ELISABETTA;AG;AGRIGENTO;0;SANTA ELISABETTA;I185;19;SICILIA;
084038;SANTA MARGHERITA DI BELICE;AG;AGRIGENTO;0;SANTA MARGHERITA DI BELICE;I224;19;SICILIA;
084040;SANTO STEFANO QUISQUINA;AG;AGRIGENTO;0;SANTO STEFANO QUISQUINA;I356;19;SICILIA;
084041;SCIACCA;AG;AGRIGENTO;0;SCIACCA;I533;19;SICILIA;
084042;SICULIANA;AG;AGRIGENTO;0;SICULIANA;I723;19;SICILIA;
084043;VILLAFRANCA SICULA;AG;AGRIGENTO;0;VILLAFRANCA SICULA;L944;19;SICILIA;
006001;ACQUI TERME;AL;ALESSANDRIA;0;ACQUI TERME;A052;01;PIEMONTE;
006002;ALBERA LIGURE;AL;ALESSANDRIA;0;ALBERA LIGURE;A146;01;PIEMONTE;
006003;ALESSANDRIA;AL;ALESSANDRIA;0;ALESSANDRIA;A182;01;PIEMONTE;
006004;ALFIANO NATTA;AL;ALESSANDRIA;0;ALFIANO NATTA;A189;01;PIEMONTE;
006005;ALICE BEL COLLE;AL;ALESSANDRIA;0;ALICE BEL COLLE;A197;01;PIEMONTE;
006006;ALLUVIONI CAMBIO';AL;ALESSANDRIA;0;ALLUVIONI CAMBIO';A211;01;PIEMONTE;
006007;ALTAVILLA MONFERRATO;AL;ALESSANDRIA;0;ALTAVILLA MONFERRATO;A227;01;PIEMONTE;
006008;ALZANO SCRIVIA;AL;ALESSANDRIA;0;ALZANO SCRIVIA;A245;01;PIEMONTE;
006009;ARQUATA SCRIVIA;AL;ALESSANDRIA;0;ARQUATA SCRIVIA;A436;01;PIEMONTE;
006010;AVOLASCA;AL;ALESSANDRIA;0;AVOLASCA;A523;01;PIEMONTE;
006011;BALZOLA;AL;ALESSANDRIA;0;BALZOLA;A605;01;PIEMONTE;
006012;BASALUZZO;AL;ALESSANDRIA;0;BASALUZZO;A689;01;PIEMONTE;
006013;BASSIGNANA;AL;ALESSANDRIA;0;BASSIGNANA;A708;01;PIEMONTE;
006014;BELFORTE MONFERRATO;AL;ALESSANDRIA;0;BELFORTE MONFERRATO;A738;01;PIEMONTE;
006015;BERGAMASCO;AL;ALESSANDRIA;0;BERGAMASCO;A793;01;PIEMONTE;
006016;BERZANO DI TORTONA;AL;ALESSANDRIA;0;BERZANO DI TORTONA;A813;01;PIEMONTE;
006017;BISTAGNO;AL;ALESSANDRIA;0;BISTAGNO;A889;01;PIEMONTE;
006018;BORGHETTO DI BORBERA;AL;ALESSANDRIA;0;BORGHETTO DI BORBERA;A998;01;PIEMONTE;
006020;BORGO SAN MARTINO;AL;ALESSANDRIA;0;BORGO SAN MARTINO;B037;01;PIEMONTE;
006019;BORGORATTO ALESSANDRINO;AL;ALESSANDRIA;0;BORGORATTO ALESSANDRINO;B029;01;PIEMONTE;
006021;BOSCO MARENGO;AL;ALESSANDRIA;0;BOSCO MARENGO;B071;01;PIEMONTE;
006022;BOSIO;AL;ALESSANDRIA;0;BOSIO;B080;01;PIEMONTE;
006023;BOZZOLE;AL;ALESSANDRIA;0;BOZZOLE;B109;01;PIEMONTE;
006024;BRIGNANO-FRASCATA;AL;ALESSANDRIA;0;BRIGNANO FRASCATA;B179;01;PIEMONTE;
006025;CABELLA LIGURE;AL;ALESSANDRIA;0;CABELLA LIGURE;B311;01;PIEMONTE;
006026;CAMAGNA MONFERRATO;AL;ALESSANDRIA;0;CAMAGNA MONFERRATO;B453;01;PIEMONTE;
006027;CAMINO;AL;ALESSANDRIA;0;CAMINO;B482;01;PIEMONTE;
006028;CANTALUPO LIGURE;AL;ALESSANDRIA;0;CANTALUPO LIGURE;B629;01;PIEMONTE;
006029;CAPRIATA D'ORBA;AL;ALESSANDRIA;0;CAPRIATA D'ORBA;B701;01;PIEMONTE;
006030;CARBONARA SCRIVIA;AL;ALESSANDRIA;0;CARBONARA SCRIVIA;B736;01;PIEMONTE;
006031;CARENTINO;AL;ALESSANDRIA;0;CARENTINO;B765;01;PIEMONTE;
006032;CAREZZANO;AL;ALESSANDRIA;0;CAREZZANO;B769;01;PIEMONTE;
006033;CARPENETO;AL;ALESSANDRIA;0;CARPENETO;B818;01;PIEMONTE;
006034;CARREGA LIGURE;AL;ALESSANDRIA;0;CARREGA LIGURE;B836;01;PIEMONTE;
006035;CARROSIO;AL;ALESSANDRIA;0;CARROSIO;B840;01;PIEMONTE;
006036;CARTOSIO;AL;ALESSANDRIA;0;CARTOSIO;B847;01;PIEMONTE;
006037;CASAL CERMELLI;AL;ALESSANDRIA;0;CASAL CERMELLI;B870;01;PIEMONTE;
006039;CASALE MONFERRATO;AL;ALESSANDRIA;0;CASALE MONFERRATO;B885;01;PIEMONTE;
006038;CASALEGGIO BOIRO;AL;ALESSANDRIA;0;CASALEGGIO BOIRO;B882;01;PIEMONTE;
006040;CASALNOCETO;AL;ALESSANDRIA;0;CASALNOCETO;B902;01;PIEMONTE;
006041;CASASCO;AL;ALESSANDRIA;0;CASASCO;B941;01;PIEMONTE;
006042;CASSANO SPINOLA;AL;ALESSANDRIA;0;CASSANO SPINOLA;C005;01;PIEMONTE;
006043;CASSINE;AL;ALESSANDRIA;0;CASSINE;C027;01;PIEMONTE;
006044;CASSINELLE;AL;ALESSANDRIA;0;CASSINELLE;C030;01;PIEMONTE;
006045;CASTELLANIA;AL;ALESSANDRIA;0;CASTELLANIA;C137;01;PIEMONTE;
006046;CASTELLAR GUIDOBONO;AL;ALESSANDRIA;0;CASTELLAR GUIDOBONO;C142;01;PIEMONTE;
006047;CASTELLAZZO BORMIDA;AL;ALESSANDRIA;0;CASTELLAZZO BORMIDA;C148;01;PIEMONTE;
006048;CASTELLETTO D'ERRO;AL;ALESSANDRIA;0;CASTELLETTO D'ERRO;C156;01;PIEMONTE;
006049;CASTELLETTO D'ORBA;AL;ALESSANDRIA;0;CASTELLETTO D'ORBA;C158;01;PIEMONTE;
006050;CASTELLETTO MERLI;AL;ALESSANDRIA;0;CASTELLETTO MERLI;C160;01;PIEMONTE;
006051;CASTELLETTO MONFERRATO;AL;ALESSANDRIA;0;CASTELLETTO MONFERRATO;C162;01;PIEMONTE;
006052;CASTELNUOVO BORMIDA;AL;ALESSANDRIA;0;CASTELNUOVO BORMIDA;C229;01;PIEMONTE;
006053;CASTELNUOVO SCRIVIA;AL;ALESSANDRIA;0;CASTELNUOVO SCRIVIA;C243;01;PIEMONTE;
006054;CASTELSPINA;AL;ALESSANDRIA;0;CASTELSPINA;C274;01;PIEMONTE;
006055;CAVATORE;AL;ALESSANDRIA;0;CAVATORE;C387;01;PIEMONTE;
006056;CELLA MONTE;AL;ALESSANDRIA;0;CELLA MONTE;C432;01;PIEMONTE;
006057;CERESETO;AL;ALESSANDRIA;0;CERESETO;C503;01;PIEMONTE;
006058;CERRETO GRUE;AL;ALESSANDRIA;0;CERRETO GRUE;C507;01;PIEMONTE;
006059;CERRINA MONFERRATO;AL;ALESSANDRIA;0;CERRINA MONFERRATO;C531;01;PIEMONTE;
006060;CONIOLO;AL;ALESSANDRIA;0;CONIOLO;C962;01;PIEMONTE;
006061;CONZANO;AL;ALESSANDRIA;0;CONZANO;C977;01;PIEMONTE;
006062;COSTA VESCOVATO;AL;ALESSANDRIA;0;COSTA VESCOVATO;D102;01;PIEMONTE;
006063;CREMOLINO;AL;ALESSANDRIA;0;CREMOLINO;D149;01;PIEMONTE;
006064;CUCCARO MONFERRATO;AL;ALESSANDRIA;0;CUCCARO MONFERRATO;D194;01;PIEMONTE;
006065;DENICE;AL;ALESSANDRIA;0;DENICE;D272;01;PIEMONTE;
006066;DERNICE;AL;ALESSANDRIA;0;DERNICE;D277;01;PIEMONTE;
006067;FABBRICA CURONE;AL;ALESSANDRIA;0;FABBRICA CURONE;D447;01;PIEMONTE;
006068;FELIZZANO;AL;ALESSANDRIA;0;FELIZZANO;D528;01;PIEMONTE;
006069;FRACONALTO;AL;ALESSANDRIA;0;FRACONALTO;D559;01;PIEMONTE;
006070;FRANCAVILLA BISIO;AL;ALESSANDRIA;0;FRANCAVILLA BISIO;D759;01;PIEMONTE;
006071;FRASCARO;AL;ALESSANDRIA;0;FRASCARO;D770;01;PIEMONTE;
006072;FRASSINELLO MONFERRATO;AL;ALESSANDRIA;0;FRASSINELLO MONFERRATO;D777;01;PIEMONTE;
006073;FRASSINETO PO;AL;ALESSANDRIA;0;FRASSINETO PO;D780;01;PIEMONTE;
006074;FRESONARA;AL;ALESSANDRIA;0;FRESONARA;D797;01;PIEMONTE;
006075;FRUGAROLO;AL;ALESSANDRIA;0;FRUGAROLO;D813;01;PIEMONTE;
006076;FUBINE;AL;ALESSANDRIA;0;FUBINE;D814;01;PIEMONTE;
006077;GABIANO;AL;ALESSANDRIA;0;GABIANO;D835;01;PIEMONTE;
006078;GAMALERO;AL;ALESSANDRIA;0;GAMALERO;D890;01;PIEMONTE;
006079;GARBAGNA;AL;ALESSANDRIA;0;GARBAGNA;D910;01;PIEMONTE;
006080;GAVAZZANA;AL;ALESSANDRIA;0;GAVAZZANA;D941;01;PIEMONTE;
006081;GAVI;AL;ALESSANDRIA;0;GAVI;D944;01;PIEMONTE;
006082;GIAROLE;AL;ALESSANDRIA;0;GIAROLE;E015;01;PIEMONTE;
006083;GREMIASCO;AL;ALESSANDRIA;0;GREMIASCO;E164;01;PIEMONTE;
006084;GROGNARDO;AL;ALESSANDRIA;0;GROGNARDO;E188;01;PIEMONTE;
006085;GRONDONA;AL;ALESSANDRIA;0;GRONDONA;E191;01;PIEMONTE;
006086;GUAZZORA;AL;ALESSANDRIA;0;GUAZZORA;E255;01;PIEMONTE;
006087;ISOLA SANT'ANTONIO;AL;ALESSANDRIA;0;ISOLA SANT'ANTONIO;E360;01;PIEMONTE;
006088;LERMA;AL;ALESSANDRIA;0;LERMA;E543;01;PIEMONTE;
006089;LU;AL;ALESSANDRIA;0;LU;E712;01;PIEMONTE;
006090;MALVICINO;AL;ALESSANDRIA;0;MALVICINO;E870;01;PIEMONTE;
006091;MASIO;AL;ALESSANDRIA;0;MASIO;F015;01;PIEMONTE;
006092;MELAZZO;AL;ALESSANDRIA;0;MELAZZO;F096;01;PIEMONTE;
006093;MERANA;AL;ALESSANDRIA;0;MERANA;F131;01;PIEMONTE;
006094;MIRABELLO MONFERRATO;AL;ALESSANDRIA;0;MIRABELLO MONFERRATO;F232;01;PIEMONTE;
006095;MOLARE;AL;ALESSANDRIA;0;MOLARE;F281;01;PIEMONTE;
006096;MOLINO DEI TORTI;AL;ALESSANDRIA;0;MOLINO DEI TORTI;F293;01;PIEMONTE;
006097;MOMBELLO MONFERRATO;AL;ALESSANDRIA;0;MOMBELLO MONFERRATO;F313;01;PIEMONTE;
006098;MOMPERONE;AL;ALESSANDRIA;0;MOMPERONE;F320;01;PIEMONTE;
006099;MONCESTINO;AL;ALESSANDRIA;0;MONCESTINO;F337;01;PIEMONTE;
006100;MONGIARDINO LIGURE;AL;ALESSANDRIA;0;MONGIARDINO LIGURE;F365;01;PIEMONTE;
006101;MONLEALE;AL;ALESSANDRIA;0;MONLEALE;F374;01;PIEMONTE;
006102;MONTACUTO;AL;ALESSANDRIA;0;MONTACUTO;F387;01;PIEMONTE;
006103;MONTALDEO;AL;ALESSANDRIA;0;MONTALDEO;F403;01;PIEMONTE;
006104;MONTALDO BORMIDA;AL;ALESSANDRIA;0;MONTALDO BORMIDA;F404;01;PIEMONTE;
006105;MONTECASTELLO;AL;ALESSANDRIA;0;MONTECASTELLO;F455;01;PIEMONTE;
006106;MONTECHIARO D'ACQUI;AL;ALESSANDRIA;0;MONTECHIARO D'ACQUI;F469;01;PIEMONTE;
006107;MONTEGIOCO;AL;ALESSANDRIA;0;MONTEGIOCO;F518;01;PIEMONTE;
006108;MONTEMARZINO;AL;ALESSANDRIA;0;MONTEMARZINO;F562;01;PIEMONTE;
006109;MORANO SUL PO;AL;ALESSANDRIA;0;MORANO SUL PO;F707;01;PIEMONTE;
006110;MORBELLO;AL;ALESSANDRIA;0;MORBELLO;F713;01;PIEMONTE;
006111;MORNESE;AL;ALESSANDRIA;0;MORNESE;F737;01;PIEMONTE;
006112;MORSASCO;AL;ALESSANDRIA;0;MORSASCO;F751;01;PIEMONTE;
006113;MURISENGO;AL;ALESSANDRIA;0;MURISENGO;F814;01;PIEMONTE;
006114;NOVI LIGURE;AL;ALESSANDRIA;0;NOVI LIGURE;F965;01;PIEMONTE;
006115;OCCIMIANO;AL;ALESSANDRIA;0;OCCIMIANO;F995;01;PIEMONTE;
006116;ODALENGO GRANDE;AL;ALESSANDRIA;0;ODALENGO GRANDE;F997;01;PIEMONTE;
006117;ODALENGO PICCOLO;AL;ALESSANDRIA;0;ODALENGO PICCOLO;F998;01;PIEMONTE;
006118;OLIVOLA;AL;ALESSANDRIA;0;OLIVOLA;G042;01;PIEMONTE;
006119;ORSARA BORMIDA;AL;ALESSANDRIA;0;ORSARA BORMIDA;G124;01;PIEMONTE;
006120;OTTIGLIO;AL;ALESSANDRIA;0;OTTIGLIO;G193;01;PIEMONTE;
006121;OVADA;AL;ALESSANDRIA;0;OVADA;G197;01;PIEMONTE;
006122;OVIGLIO;AL;ALESSANDRIA;0;OVIGLIO;G199;01;PIEMONTE;
006123;OZZANO MONFERRATO;AL;ALESSANDRIA;0;OZZANO MONFERRATO;G204;01;PIEMONTE;
006124;PADERNA;AL;ALESSANDRIA;0;PADERNA;G215;01;PIEMONTE;
006125;PARETO;AL;ALESSANDRIA;0;PARETO;G334;01;PIEMONTE;
006126;PARODI LIGURE;AL;ALESSANDRIA;0;PARODI LIGURE;G338;01;PIEMONTE;
006127;PASTURANA;AL;ALESSANDRIA;0;PASTURANA;G367;01;PIEMONTE;
006128;PECETTO DI VALENZA;AL;ALESSANDRIA;0;PECETTO DI VALENZA;G397;01;PIEMONTE;
006129;PIETRA MARAZZI;AL;ALESSANDRIA;0;PIETRA MARAZZI;G619;01;PIEMONTE;
006130;PIOVERA;AL;ALESSANDRIA;0;PIOVERA;G695;01;PIEMONTE;
006131;POMARO MONFERRATO;AL;ALESSANDRIA;0;POMARO MONFERRATO;G807;01;PIEMONTE;
006132;PONTECURONE;AL;ALESSANDRIA;0;PONTECURONE;G839;01;PIEMONTE;
006133;PONTESTURA;AL;ALESSANDRIA;0;PONTESTURA;G858;01;PIEMONTE;
006134;PONTI;AL;ALESSANDRIA;0;PONTI;G861;01;PIEMONTE;
006135;PONZANO MONFERRATO;AL;ALESSANDRIA;0;PONZANO MONFERRATO;G872;01;PIEMONTE;
006136;PONZONE;AL;ALESSANDRIA;0;PONZONE;G877;01;PIEMONTE;
006137;POZZOL GROPPO;AL;ALESSANDRIA;0;POZZOL GROPPO;G960;01;PIEMONTE;
006138;POZZOLO FORMIGARO;AL;ALESSANDRIA;0;POZZOLO FORMIGARO;G961;01;PIEMONTE;
006139;PRASCO;AL;ALESSANDRIA;0;PRASCO;G987;01;PIEMONTE;
006140;PREDOSA;AL;ALESSANDRIA;0;PREDOSA;H021;01;PIEMONTE;
006141;QUARGNENTO;AL;ALESSANDRIA;0;QUARGNENTO;H104;01;PIEMONTE;
006142;QUATTORDIO;AL;ALESSANDRIA;0;QUATTORDIO;H121;01;PIEMONTE;
006143;RICALDONE;AL;ALESSANDRIA;0;RICALDONE;H272;01;PIEMONTE;
006144;RIVALTA BORMIDA;AL;ALESSANDRIA;0;RIVALTA BORMIDA;H334;01;PIEMONTE;
006145;RIVARONE;AL;ALESSANDRIA;0;RIVARONE;H343;01;PIEMONTE;
006147;ROCCA GRIMALDA;AL;ALESSANDRIA;0;ROCCA GRIMALDA;H414;01;PIEMONTE;
006146;ROCCAFORTE LIGURE;AL;ALESSANDRIA;0;ROCCAFORTE LIGURE;H406;01;PIEMONTE;
006148;ROCCHETTA LIGURE;AL;ALESSANDRIA;0;ROCCHETTA LIGURE;H465;01;PIEMONTE;
006149;ROSIGNANO MONFERRATO;AL;ALESSANDRIA;0;ROSIGNANO MONFERRATO;H569;01;PIEMONTE;
006150;SALA MONFERRATO;AL;ALESSANDRIA;0;SALA MONFERRATO;H677;01;PIEMONTE;
006151;SALE;AL;ALESSANDRIA;0;SALE;H694;01;PIEMONTE;
006152;SAN CRISTOFORO;AL;ALESSANDRIA;0;SAN CRISTOFORO;H810;01;PIEMONTE;
006153;SAN GIORGIO MONFERRATO;AL;ALESSANDRIA;0;SAN GIORGIO MONFERRATO;H878;01;PIEMONTE;
006154;SAN SALVATORE MONFERRATO;AL;ALESSANDRIA;0;SAN SALVATORE MONFERRATO;I144;01;PIEMONTE;
006155;SAN SEBASTIANO CURONE;AL;ALESSANDRIA;0;SAN SEBASTIANO CURONE;I150;01;PIEMONTE;
006156;SANT'AGATA FOSSILI;AL;ALESSANDRIA;0;SANT'AGATA FOSSILI;I190;01;PIEMONTE;
006157;SARDIGLIANO;AL;ALESSANDRIA;0;SARDIGLIANO;I429;01;PIEMONTE;
006158;SAREZZANO;AL;ALESSANDRIA;0;SAREZZANO;I432;01;PIEMONTE;
006159;SERRALUNGA DI CREA;AL;ALESSANDRIA;0;SERRALUNGA DI CREA;I645;01;PIEMONTE;
006160;SERRAVALLE SCRIVIA;AL;ALESSANDRIA;0;SERRAVALLE SCRIVIA;I657;01;PIEMONTE;
006161;SEZZADIO;AL;ALESSANDRIA;0;SEZZADIO;I711;01;PIEMONTE;
006162;SILVANO D'ORBA;AL;ALESSANDRIA;0;SILVANO D'ORBA;I738;01;PIEMONTE;
006163;SOLERO;AL;ALESSANDRIA;0;SOLERO;I798;01;PIEMONTE;
006164;SOLONGHELLO;AL;ALESSANDRIA;0;SOLONGHELLO;I808;01;PIEMONTE;
006165;SPIGNO MONFERRATO;AL;ALESSANDRIA;0;SPIGNO MONFERRATO;I901;01;PIEMONTE;
006166;SPINETO SCRIVIA;AL;ALESSANDRIA;0;SPINETO SCRIVIA;I911;01;PIEMONTE;
006167;STAZZANO;AL;ALESSANDRIA;0;STAZZANO;I941;01;PIEMONTE;
006168;STREVI;AL;ALESSANDRIA;0;STREVI;I977;01;PIEMONTE;
006169;TAGLIOLO MONFERRATO;AL;ALESSANDRIA;0;TAGLIOLO MONFERRATO;L027;01;PIEMONTE;
006170;TASSAROLO;AL;ALESSANDRIA;0;TASSAROLO;L059;01;PIEMONTE;
006171;TERRUGGIA;AL;ALESSANDRIA;0;TERRUGGIA;L139;01;PIEMONTE;
006172;TERZO;AL;ALESSANDRIA;0;TERZO;L143;01;PIEMONTE;
006173;TICINETO;AL;ALESSANDRIA;0;TICINETO;L165;01;PIEMONTE;
006174;TORTONA;AL;ALESSANDRIA;0;TORTONA;L304;01;PIEMONTE;
006175;TREVILLE;AL;ALESSANDRIA;0;TREVILLE;L403;01;PIEMONTE;
006176;TRISOBBIO;AL;ALESSANDRIA;0;TRISOBBIO;L432;01;PIEMONTE;
006177;VALENZA;AL;ALESSANDRIA;0;VALENZA;L570;01;PIEMONTE;
006178;VALMACCA;AL;ALESSANDRIA;0;VALMACCA;L633;01;PIEMONTE;
006179;VIGNALE MONFERRATO;AL;ALESSANDRIA;0;VIGNALE MONFERRATO;L881;01;PIEMONTE;
006180;VIGNOLE BORBERA;AL;ALESSANDRIA;0;VIGNOLE BORBERA;L887;01;PIEMONTE;
006181;VIGUZZOLO;AL;ALESSANDRIA;0;VIGUZZOLO;L904;01;PIEMONTE;
006182;VILLADEATI;AL;ALESSANDRIA;0;VILLADEATI;L931;01;PIEMONTE;
006183;VILLALVERNIA;AL;ALESSANDRIA;0;VILLALVERNIA;L963;01;PIEMONTE;
006184;VILLAMIROGLIO;AL;ALESSANDRIA;0;VILLAMIROGLIO;L970;01;PIEMONTE;
006185;VILLANOVA MONFERRATO;AL;ALESSANDRIA;0;VILLANOVA MONFERRATO;L972;01;PIEMONTE;
006186;VILLAROMAGNANO;AL;ALESSANDRIA;0;VILLAROMAGNANO;M009;01;PIEMONTE;
006187;VISONE;AL;ALESSANDRIA;0;VISONE;M077;01;PIEMONTE;
006188;VOLPEDO;AL;ALESSANDRIA;0;VOLPEDO;M120;01;PIEMONTE;
006189;VOLPEGLINO;AL;ALESSANDRIA;0;VOLPEGLINO;M121;01;PIEMONTE;
006190;VOLTAGGIO;AL;ALESSANDRIA;0;VOLTAGGIO;M123;01;PIEMONTE;
006801;BISIO;AL;ALESSANDRIA;2;BISIO;A888;01;PIEMONTE;
006802;BRIGNANO DEL CURONE;AL;ALESSANDRIA;2;BRIGNANO DEL CURONE;B177;01;PIEMONTE;
006803;BRUSASCHETTO;AL;ALESSANDRIA;2;BRUSASCHETTO;B224;01;PIEMONTE;
006804;CAREZZANO SUPERIORE;AL;ALESSANDRIA;2;CAREZZANO SUPERIORE;B770;01;PIEMONTE;
006805;CASTEL DE' RATTI;AL;ALESSANDRIA;2;CASTEL DE' RATTI;C087;01;PIEMONTE;
006806;CASTEL SAN PIETRO MONFERRATO;AL;ALESSANDRIA;2;CASTEL SAN PIETRO MONFERRATO;C264;01;PIEMONTE;
006807;CORTERANZO;AL;ALESSANDRIA;2;CORTERANZO;D069;01;PIEMONTE;
006808;CUQUELLO;AL;ALESSANDRIA;2;CUQUELLO;D212;01;PIEMONTE;
006809;FOROTONDO;AL;ALESSANDRIA;2;FOROTONDO;D729;01;PIEMONTE;
006810;FRASCATA;AL;ALESSANDRIA;2;FRASCATA;D772;01;PIEMONTE;
006811;GROPPO;AL;ALESSANDRIA;2;GROPPO;E198;01;PIEMONTE;
006812;MALVINO;AL;ALESSANDRIA;2;MALVINO;E871;01;PIEMONTE;
006813;MOLINO ALZANO;AL;ALESSANDRIA;2;MOLINO ALZANO;F292;01;PIEMONTE;
006814;MOLO DI BORBERA;AL;ALESSANDRIA;2;MOLO DI BORBERA;F300;01;PIEMONTE;
006815;MONTALERO;AL;ALESSANDRIA;2;MONTALERO;F412;01;PIEMONTE;
006816;MONTECHIARO DENICE;AL;ALESSANDRIA;2;MONTECHIARO DENICE;F472;01;PIEMONTE;
006817;PAVONE D'ALESSANDRIA;AL;ALESSANDRIA;2;PAVONE D'ALESSANDRIA;G390;01;PIEMONTE;
006818;QUARTI;AL;ALESSANDRIA;2;QUARTI;H111;01;PIEMONTE;
006819;ROSINGO;AL;ALESSANDRIA;2;ROSINGO;H571;01;PIEMONTE;
006820;SALABUE;AL;ALESSANDRIA;2;SALABUE;H685;01;PIEMONTE;
006821;SORLI;AL;ALESSANDRIA;2;SORLI;I859;01;PIEMONTE;
006823;TORRE DE' RATTI;AL;ALESSANDRIA;2;TORRE DE' RATTI;L264;01;PIEMONTE;
006824;VARENGO;AL;ALESSANDRIA;2;VARENGO;L679;01;PIEMONTE;
006825;VARGO;AL;ALESSANDRIA;2;VARGO;L683;01;PIEMONTE;
006826;VILLABELLA;AL;ALESSANDRIA;2;VILLABELLA;E503;01;PIEMONTE;
042001;AGUGLIANO;AN;ANCONA;0;AGUGLIANO;A092;11;MARCHE;
042002;ANCONA;AN;ANCONA;0;ANCONA;A271;11;MARCHE;
042003;ARCEVIA;AN;ANCONA;0;ARCEVIA;A366;11;MARCHE;
042004;BARBARA;AN;ANCONA;0;BARBARA;A626;11;MARCHE;
042005;BELVEDERE OSTRENSE;AN;ANCONA;0;BELVEDERE OSTRENSE;A769;11;MARCHE;
042006;CAMERANO;AN;ANCONA;0;CAMERANO;B468;11;MARCHE;
042007;CAMERATA PICENA;AN;ANCONA;0;CAMERATA PICENA;B470;11;MARCHE;
042008;CASTELBELLINO;AN;ANCONA;0;CASTELBELLINO;C060;11;MARCHE;
042010;CASTELFIDARDO;AN;ANCONA;0;CASTELFIDARDO;C100;11;MARCHE;
