ID_SCUOLA;CODICE_SCUOLA;DENOMINAZIONE;TIPO_SCUOLA;ENTE;REGIONE;PROVINCIA;COMUNE;CAP;INDIRIZZO;TELEFONO;LIVELLO_FUNZIONALE;CODICE_SCUOLA_RIFERIMENTO;TIPOLOGIA;TIPOLOGIA_SEDE;PARITA;CODICE_ISTAT;
1243;CHPC001013;L.V.PUDENTE VASTO;LICEO CLASSICO;Statale;ABRUZZO;CHIETI;VASTO;66054;VIA DANTE G.ROSSETTI, 2;0873 367791;;CHIS00100Q;SS;;;069099;
1268;CHSD00101L;I.S.ARTE SC.A. L.CLASS. VASTO;ISTITUTO D'ARTE;Statale;ABRUZZO;CHIETI;VASTO;66054;VIA ROMA 46;0873 361692;;CHIS00100Q;SS;;;069099;
1257;CHRA00201G;I.P.A. E AMBIENTE SC.C. ITA SCE;ISTITUTO PROFESSIONALE PER L'AGRICOLTURA E L'AMBIENTE;Statale;ABRUZZO;CHIETI;LANCIANO;66034;TORRE SANSONE;0872 709068;;CHIS00200G;SS;;;069046;
1258;CHRA00202L;IPAGR E AMB.TE SC.A. ITA SCERN;ISTITUTO PROFESSIONALE PER L'AGRICOLTURA E L'AMBIENTE;Statale;ABRUZZO;CHIETI;PAGLIETA;66020;LOCALITA' PIANO LA BARCA;0872 80156;;CHIS00200G;SS;;;069059;
1263;CHRI003013;ISIS  ALGERI MARINO (EX. ITC - IPSIA);ISTITUTO PROFESSIONALE INDUSTRIA E ARTIGIANATO;Statale;ABRUZZO;CHIETI;CASOLI;66043;VIA DEL CAMPO, 35;0872 982141;;CHIS00300B;SS;;;069017;
1249;CHPS00301T;ALGERI MARINO;LICEO SCIENTIFICO;Statale;ABRUZZO;CHIETI;CASOLI;66043;VIA DEL CAMPO, 35;0872 982141;;CHIS00300B;SS;;;069017;
1270;CHTD00301N;ALGERI MARINO;ISTITUTO TECNICO COMMERCIALE E PER GEOMETRI;Statale;ABRUZZO;CHIETI;CASOLI;66043;VIA DEL CAMPO SPORTIVO;0872 982141;;CHIS00300B;SS;;;069017;
1264;CHRI00401V;IPIA SC.AGGR. ITC ORTONA;ISTITUTO PROFESSIONALE INDUSTRIA E ARTIGIANATO;Statale;ABRUZZO;CHIETI;ORTONA;66026;VIA GIOVANNI XXIII 56;085 9062138;;CHIS004007;SS;;;069058;
1276;CHTD00401D;L.EINAUDI;ISTITUTO TECNICO COMMERCIALE E PER GEOMETRI;Statale;ABRUZZO;CHIETI;ORTONA;66026;CONTRADA S. LIBERATA;085 9062447;;CHIS004007;SS;;;069058;
1277;CHTD006015;S.SPAVENTA;ISTITUTO TECNICO COMMERCIALE E PER GEOMETRI;Statale;ABRUZZO;CHIETI;ATESSA;66041;VIALE DELLA STAZIONE, 9;0872 865696;;CHIS00600V;SS;;;069005;
1260;CHRC00601T;S.SPAVENTA;ISTITUTO PROFESSIONALE PER I SERVIZI COMMERCIALI, TURISTICI E DELLA PUBBLICITA';Statale;ABRUZZO;CHIETI;ATESSA;66041;VIALE DELLA STAZIONE, 9;0872 865696;;CHIS00600V;SS;;;069005;
12412;CHPS006019;S. SPAVENTA;LICEO SCIENTIFICO;Statale;ABRUZZO;CHIETI;ATESSA;66041;VIALE DELLA STAZIONE, 9;0872 865696;;CHIS00600V;;;;069005;
1250;CHPS007015;LIC. SCIENT. MATTIOLI;LICEO SCIENTIFICO;Statale;ABRUZZO;CHIETI;SAN SALVO;66050;VIA MONTE GRAPPA, 69;;;CHIS00700P;SS;;;069083;
1265;CHRI00701A;IPIA SC.AGG. ITC S.SALVO;ISTITUTO PROFESSIONALE INDUSTRIA E ARTIGIANATO;Statale;ABRUZZO;CHIETI;SAN SALVO;66050;C.SO GARIBALDI;0873 54159;;CHIS00700P;SS;;;069083;
1280;CHTD007011;R. MATTIOLI;ISTITUTO TECNICO COMMERCIALE E PER GEOMETRI;Statale;ABRUZZO;CHIETI;SAN SALVO;66050;VIA MONTE GRAPPA 69;0873 547801;;CHIS00700P;SS;;;069083;
1286;CHVC010004;G.B. VICO;CONVITTO ANNESSO;Statale;ABRUZZO;CHIETI;CHIETI;66100;CORSO MARRUCCINO 137;0871 320045;ISTITUZIONE EDUCAT.;CHIS00800E;;;;069022;
1241;CHPC02000B;G.B. VICO;LICEO CLASSICO;Statale;ABRUZZO;CHIETI;CHIETI;66100;CORSO MARRUCCINO 137;0871 330100;;CHIS00800E;;;;069022;
1283;CHTF01101V;L.DA VINCI;ISTITUTO TECNICO INDUSTRIALE;Statale;ABRUZZO;CHIETI;LANCIANO;66034;VIA GUIDO ROSATO;0872 45492;;CHIS01100A;;;;069046;
12292;CHPS01101R;DA VINCI;LICEO SCIENTIFICO;Statale;ABRUZZO;CHIETI;LANCIANO;66034;VIA GUIDO ROSATO, 5;;;CHIS01100A;;;;069046;
10493;CHPS01201L;LUIGI DI SAVOIA;LICEO SCIENTIFICO;Statale;ABRUZZO;CHIETI;CHIETI;66100;VIA E. GAETANI D'ARAGONA, 21;0871 344022;;CHIS012006;;;;069022;
11030;CHPS01301C;E. MATTEI;LICEO SCIENTIFICO;Statale;ABRUZZO;CHIETI;VASTO;66054;VIA SAN ROCCO;;;CHIS013002;;;;069099;
1248;CHPM014019;R. PANTINI;LICEO SCIENZE SOCIALI (ex IST. MAGISTRALE);Statale;ABRUZZO;CHIETI;VASTO;66054;VIA MADONNA DELL'ASILO,39;0873 367373;;CHIS01400T;;;;069099;
1242;CHPC02001C;LIC.CLASS. ORTONA SS. CHIETI;LICEO CLASSICO;Statale;ABRUZZO;CHIETI;ORTONA;66026;VIA PAPA GIOVANNI XXIII;085 9062140;;CHPC02000B;SS;;;069058;
1245;CHPC04002P;S.LANCIANO;LICEO CLASSICO;Statale;ABRUZZO;CHIETI;ATESSA;66041;VIA D. CIAMPOLI;;;CHPC04000L;SS;;;069005;
8865;CHPSX00042;F.MASCI;LICEO SCIENTIFICO;Statale;ABRUZZO;CHIETI;GUARDIAGRELE;66016;VIA GRELE;0871 809355;;CHPS01000X;SS;;;069043;
1256;CHPS04002T;ALESSANDRO VOLTA;LICEO SCIENTIFICO;Statale;ABRUZZO;CHIETI;ORTONA;66026;VIA L. FERRARI;085 9063217;;CHPS04000Q;SS;;;069058;
12091;CHTD007509;E. MATTIOLI (CORSO SERALE);ISTITUTO TECNICO COMMERCIALE;Statale;ABRUZZO;CHIETI;SAN SALVO;;VIA MONTE GRAPPA, 69;;CORSO SERALE;CHTD007011;;;;069083;
1273;CHTD02050Q;ENRICO FERMI - SERALE;ISTITUTO TECNICO COMMERCIALE E PER GEOMETRI;Statale;ABRUZZO;CHIETI;LANCIANO;66034;VIALE GUGLIELMO MARCONI,14;0872 44782;CORSO SERALE;CHTD02000A;SS;;;069046;
11510;CHTD03050A;GALIANI (CORSO SERALE);ISTITUTO TECNICO COMMERCIALE;Statale;ABRUZZO;CHIETI;CHIETI;;;;CORSO SERALE;CHTD030001;;;;069022;
12194;CHTD040501;PALIZZI  (CORSO SERALE);ISTITUTO TECNICO COMMERCIALE;Statale;ABRUZZO;CHIETI;VASTO;;VIA DEI CONTI RICCI, 25;;CORSO SERALE;CHTD04000G;;;;069099;
1278;CHTD07002D;I.T.C. CASALBORDINO SS. GISSI;ISTITUTO TECNICO COMMERCIALE E PER GEOMETRI;Statale;ABRUZZO;CHIETI;CASALBORDINO;66021;VIA DEL SOLE, 21;0873 900373;;CHTD07000B;SS;;;069015;
10975;CHTD10050B;GUARDIAGRELE (CORSO SERALE);ISTITUTO TECNICO COMMERCIALE;Statale;ABRUZZO;CHIETI;GUARDIAGRELE;;VIA GUARDIAGRELE, 22;;CORSO SERALE;CHTD100002;;;;069043;
10872;CHTF011518;L. DA VINCI  (CORSO SERALE);ISTITUTO TECNICO INDUSTRIALE;Statale;ABRUZZO;CHIETI;LANCIANO;;VIA GUIDO ROSATO, 5;;CORSO SERALE;CHTF01101V;;;;069046;
10976;CHTF03051N;L. SAVOIA  (CORSO SERALE);ISTITUTO TECNICO INDUSTRIALE;Statale;ABRUZZO;CHIETI;CHIETI;;VIA E. GAETANI D'ARAGONA 21;;CORSO SERALE;CHTF030007;;;;069022;
9239;CHPCX00414;V.EMANUELE II;LICEO CLASSICO;Statale;ABRUZZO;CHIETI;CASOLI;66043;;;;;;;;069017;
9644;CHTD005008;IL NAZARENO;ISTITUTO TECNICO COMMERCIALE;Non statale;ABRUZZO;CHIETI;LANCIANO;66034;VIA DEL MANCINO;0872 711069;;;;LEGALMENTE RICONOSCIUTA;;069046;
9766;CHTF015005;IL NAZARENO;ISTITUTO TECNICO INDUSTRIALE;Non statale;ABRUZZO;CHIETI;LANCIANO;66034;VIA DEL MANCINO;0872 711069;;;;LEGALMENTE RICONOSCIUTA;;069046;
8863;CHPCX00040;LICEO SEMINARIO REGIONALE;LICEO CLASSICO;Non statale;ABRUZZO;CHIETI;CHIETI;66100;VIA VERNIO NICOLETTO, 4;0871 403388;;;;LEGALMENTE RICONOSCIUTA;;069022;
8979;CHPMX00155;ISTITUTO MAGISTRALE BEATA VERGINE DEL CARMINE;LICEO SCIENZE SOCIALI (ex IST. MAGISTRALE);Non statale;ABRUZZO;CHIETI;CHIETI;66100;VIA RAVIZZA, 107;0871 63313;;;;LEGALMENTE RICONOSCIUTA;;069022;
9765;CHPS00500C;IL NAZARENO;LICEO SCIENTIFICO;Non statale;ABRUZZO;CHIETI;LANCIANO;66034;VIA DEL MANCINO;0872 711069;;;;LEGALMENTE RICONOSCIUTA;;069046;
9779;CHTF00500E;PITAGORA;ISTITUTO TECNICO INDUSTRIALE;Non statale;ABRUZZO;CHIETI;FRANCAVILLA AL MARE;66023;VIALE TOSTI, 38;085 817618;;;;LEGALMENTE RICONOSCIUTA;;069035;
10494;CHIS00800E;G.B. VICO;ISTITUTO SUPERIORE;Statale;ABRUZZO;CHIETI;CHIETI;66100;CORSO MARRUCCINO 137;0871 330100;ISTITUTO PRINCIPALE;;IS;;;069022;
10531;CHTLH95009;NUOVO I.R.I. SCHOOL COLLEGE;ISTITUTO TECNICO PER GEOMETRI;Non statale;ABRUZZO;CHIETI;FRANCAVILLA AL MARE;66023;VIA DEI FRENTANI, 7;085 4914971;;;;LEGALMENTE RICONOSCIUTA;;069035;
1269;CHTA02000X;RIDOLFI;ISTITUTO TECNICO AGRARIO;Statale;ABRUZZO;CHIETI;SCERNI;66020;VIA COLLE COMUNE;0873 914006;;;SS;;;069087;
1271;CHTD100002;NICOLA DA GUARDIAGRELE;ISTITUTO TECNICO COMMERCIALE E PER GEOMETRI;Statale;ABRUZZO;CHIETI;GUARDIAGRELE;66016;VIA GRELE 24/A;0871 809301;;;SS;;;069043;
1288;CHVC05000E;PAGLIETA - CONVITTO ANNESSO;CONVITTO ANNESSO;Statale;ABRUZZO;CHIETI;PAGLIETA;66020;;;;;SS;;;069059;
1255;CHPS05000A;NICOLA DA  GUARDIAGRELE (EX. L.SC.A. VOLTA);LICEO SCIENTIFICO;Statale;ABRUZZO;CHIETI;GUARDIAGRELE;66016;VIA GRELE 24/B;0871 809355;;;;;;069043;
10735;CHIS01100A;DA VINCI - DE GIORGIO ;ISTITUTO SUPERIORE;Statale;ABRUZZO;CHIETI;LANCIANO;66034;VIA GUIDO ROSATO,5;0872 42556;ISTITUTO PRINCIPALE;;IS;;;069046;
10736;CHIS01400T;I.I.S.  PANTINI-PUDENTE;ISTITUTO SUPERIORE;Statale;ABRUZZO;CHIETI;VASTO;66054;VIA MADONNA DELL'ASILO, 39;0873 367373;ISTITUTO PRINCIPALE;;IS;;;069099;
6351;CHTF255009;VISCONTI;ISTITUTO TECNICO INDUSTRIALE;Non statale;ABRUZZO;CHIETI;FRANCAVILLA AL MARE;66023;V.DEI FRENTANI 7;085 4914971;;;;LEGALMENTE RICONOSCIUTA;PARITARIA;069035;
6352;CHTL305009;VISCONTI;ISTITUTO TECNICO PER GEOMETRI;Non statale;ABRUZZO;CHIETI;FRANCAVILLA AL MARE;66023;V.DEI FRENTANI 7;085 4914971;;;;LEGALMENTE RICONOSCIUTA;PARITARIA;069035;
6353;CHTL31500X;PITAGORA;ISTITUTO TECNICO PER GEOMETRI;Non statale;ABRUZZO;CHIETI;FRANCAVILLA AL MARE;66023;VIALE TOSTI, 38;085 817618;;;;LEGALMENTE RICONOSCIUTA;PARITARIA;069035;
6303;CHPC02500E;NUOVO I.R.I. SCHOOL COLLEGE;LICEO CLASSICO;Non statale;ABRUZZO;CHIETI;FRANCAVILLA AL MARE;66023;VIA DEI FRENTANI, 7;085 4914971;;;;LEGALMENTE RICONOSCIUTA;PARITARIA;069035;
6304;CHPL5B5001;D.O.G.E. SCHOOL COLLEGE;LICEO LINGUISTICO;Non statale;ABRUZZO;CHIETI;CHIETI;66100;CORSO MARRUCCINO, 46;0871 321659;;;;LEGALMENTE RICONOSCIUTA;PARITARIA;069022;
6305;CHPL035003;CAMBRIDGE INSTITUTE;LICEO LINGUISTICO;Non statale;ABRUZZO;CHIETI;LANCIANO;66034;VIALE CAPPUCCINI 45;0872 710291;;;;LEGALMENTE RICONOSCIUTA;PARITARIA;069046;
6306;CHPQ015008;BEATA VERGINE DEL CARMINE;SCUOLA MAGISTRALE;Non statale;ABRUZZO;CHIETI;CHIETI;66100;VIA RAVIZZA, 107;0871 65719;;;;SCUOLA MAGISTRALE CONVENZIONATA;PARITARIA;069022;
6307;CHPS015003;NUOVO I.R.I. SCHOOL COLLEGE;LICEO SCIENTIFICO;Non statale;ABRUZZO;CHIETI;FRANCAVILLA AL MARE;66023;VIA DEI FRENTANI, 7;085 4914971;;;;LEGALMENTE RICONOSCIUTA;PARITARIA;069035;
6308;CHPSU0500S;D.O.G.E. SCHOOL COLLEGE;LICEO SCIENTIFICO;Non statale;ABRUZZO;CHIETI;CHIETI;66100;CORSO MARRUCCINO, 46;0871 321659;;;;LEGALMENTE RICONOSCIUTA;PARITARIA;069022;
6309;CHTB16500T;VISCONTI;ISTITUTO TECNICO AREONAUTICO;Non statale;ABRUZZO;CHIETI;FRANCAVILLA AL MARE;66023;V.DEI FRENTANI 7;085 4914971;;;;LEGALMENTE RICONOSCIUTA;PARITARIA;069035;
6310;CHTDX01267;FRENTANO;ISTITUTO TECNICO COMMERCIALE E PER GEOMETRI;Non statale;ABRUZZO;CHIETI;LANCIANO;66034;VIA GIANGIULIO, 5;0872 714468;;;;LEGALMENTE RICONOSCIUTA;PARITARIA;069046;
6311;CHTD055009;VISCONTI;ISTITUTO TECNICO COMMERCIALE E PER GEOMETRI;Non statale;ABRUZZO;CHIETI;FRANCAVILLA AL MARE;66023;V.DEI FRENTANI 7;085 4914971;;;;LEGALMENTE RICONOSCIUTA;PARITARIA;069035;
6312;CHTDI5500R;D.O.G.E. SCHOOL COLLEGE;ISTITUTO TECNICO COMMERCIALE E PER GEOMETRI;Non statale;ABRUZZO;CHIETI;CHIETI;66100;CORSO MARRUCCINO, 46;0871 321659;;;;LEGALMENTE RICONOSCIUTA;PARITARIA;069022;
6313;CHTD07500E;PITAGORA;ISTITUTO TECNICO COMMERCIALE E PER GEOMETRI;Non statale;ABRUZZO;CHIETI;FRANCAVILLA AL MARE;66023;VIALE TOSTI, 38;;;;;LEGALMENTE RICONOSCIUTA;PARITARIA;069035;
6350;CHTE00500Q;ROSSETTI;ISTITUTO TECNICO PER ATTIVITA' SOCIALI (GIA' ITF);Non statale;ABRUZZO;CHIETI;CHIETI;66100;CORSO MARRUCCINO, 46;0871 321659;;;;LEGALMENTE RICONOSCIUTA;PARITARIA;069022;
1244;CHPC04000L;V.EMANUELE II;LICEO CLASSICO;Statale;ABRUZZO;CHIETI;LANCIANO;66034;VIA BOLOGNA , 8;0872 710828;ISTITUTO PRINCIPALE;;;;;069046;
1246;CHPM010001;CESARE DE TITTA;LICEO SCIENZE SOCIALI (ex IST. MAGISTRALE);Statale;ABRUZZO;CHIETI;LANCIANO;66034;PIAZZA MARTIRI 6 OTTOBRE 1;0872 713473;ISTITUTO PRINCIPALE;;;;;069046;
1247;CHPM02000G;I.GONZAGA;LICEO SCIENZE SOCIALI (ex IST. MAGISTRALE);Statale;ABRUZZO;CHIETI;CHIETI;66100;VIA DEI CELESTINI, 4;0871 41409;ISTITUTO PRINCIPALE;;;;;069022;
1251;CHPS01000X;F. MASCI;LICEO SCIENTIFICO;Statale;ABRUZZO;CHIETI;CHIETI;66100;VIA VERNIA 26;0871 65931;ISTITUTO PRINCIPALE;;;;;069022;
1252;CHPS02000E;G.GALILEI;LICEO SCIENTIFICO;Statale;ABRUZZO;CHIETI;LANCIANO;66034;VIA DON MINZONI,1;0872 40127;ISTITUTO PRINCIPALE;;;;;069046;
1253;CHPS030005;R.MATTIOLI;LICEO SCIENTIFICO;Statale;ABRUZZO;CHIETI;VASTO;66054;VIA S. ROCCO;0873 60919;ISTITUTO PRINCIPALE;;;;;069099;
1254;CHPS04000Q;ALESSANDRO VOLTA;LICEO SCIENTIFICO;Statale;ABRUZZO;CHIETI;FRANCAVILLA AL MARE;66023;VIA G. CIRILLO;085 4914661;ISTITUTO PRINCIPALE;;;;;069035;
1259;CHRC01000C;DE GIORGIO;ISTITUTO PROFESSIONALE PER I SERVIZI COMMERCIALI, TURISTICI E DELLA PUBBLICITA';Statale;ABRUZZO;CHIETI;LANCIANO;66034;VIA G.FINAMORE 31;0872 713434;ISTITUTO PRINCIPALE;;;;;069046;
1261;CHRH01000N;G. MARCHITELLI;ISTITUTO PROFESSIONALE PER I SERVIZI ALBERGHIERI E RISTORAZIONE;Statale;ABRUZZO;CHIETI;VILLA SANTA MARIA;66047;VIA ROMA 18;0872 944422;ISTITUTO PRINCIPALE;;;;;069102;
1262;CHRI010005;U. POMILIO;ISTITUTO PROFESSIONALE INDUSTRIA E ARTIGIANATO;Statale;ABRUZZO;CHIETI;CHIETI;66013;VIA COLONNETTA 124;0871 565731;ISTITUTO PRINCIPALE;;;;;069022;
1266;CHSD01000A;N.DA GUARDIAGRELE;ISTITUTO D'ARTE;Statale;ABRUZZO;CHIETI;CHIETI;66100;VIA G.D'ARAGONA 19;0871 344289;ISTITUTO PRINCIPALE;;;;;069022;
1267;CHSD020001;PALIZZI;ISTITUTO D'ARTE;Statale;ABRUZZO;CHIETI;LANCIANO;66034;VIA CESARE FAGIANI 18;0872 49374;ISTITUTO PRINCIPALE;;;;;069046;
1272;CHTD02000A;E. FERMI;ISTITUTO TECNICO COMMERCIALE E PER GEOMETRI;Statale;ABRUZZO;CHIETI;LANCIANO;66034;VIALE GUGLIELMO MARCONI 14;0872 716377;ISTITUTO PRINCIPALE;;;;;069046;
1274;CHTD11000L;GALIANI - DE STERLICH;ISTITUTO TECNICO COMMERCIALE E PER GEOMETRI;Statale;ABRUZZO;CHIETI;CHIETI;66100;VIA U. RICCI 22;0871 41840;ISTITUTO PRINCIPALE;;;;;069022;
1275;CHTD04000G;F.PALIZZI;ISTITUTO TECNICO COMMERCIALE E PER GEOMETRI;Statale;ABRUZZO;CHIETI;VASTO;66054;VIA DEI CONTI RICCI;0873 367114;ISTITUTO PRINCIPALE;;;;;069099;
1279;CHTD07000B;G.SPATARO;ISTITUTO TECNICO COMMERCIALE E PER GEOMETRI;Statale;ABRUZZO;CHIETI;GISSI;66052;VIA PROVINCIALE;0873 93406;ISTITUTO PRINCIPALE;;;;;069041;
1281;CHTD09000L;R. DE STERLICH;ISTITUTO TECNICO COMMERCIALE E PER GEOMETRI;Statale;ABRUZZO;CHIETI;CHIETI;66013;VIA COLONNETTA, 99/A;0871 565351;ISTITUTO PRINCIPALE;;;;;069022;
1282;CHTF010002;E.MATTEI;ISTITUTO TECNICO INDUSTRIALE;Statale;ABRUZZO;CHIETI;VASTO;66054;VIA SAN ROCCO;0873 69218;ISTITUTO PRINCIPALE;;;;;069099;
1284;CHTF030007;LUIGI DI SAVOIA;ISTITUTO TECNICO INDUSTRIALE;Statale;ABRUZZO;CHIETI;CHIETI;66100;VIA E. GAETANI D'ARAGONA 21;0871 344021;ISTITUTO PRINCIPALE;;;;;069022;
1285;CHTH01000D;L. ACCIAIUOLI;ISTITUTO TECNICO NAUTICO;Statale;ABRUZZO;CHIETI;ORTONA;66026;VIA MAZZINI, 26;085 9063831;ISTITUTO PRINCIPALE;;;;;069058;
1287;CHVC02000P;C. RIDOLFI;CONVITTO ANNESSO;Statale;ABRUZZO;CHIETI;SCERNI;66020;VIA COLLE COMUNE;;ISTITUZIONE EDUCAT.;;IP;;;069087;
1289;CHVC04000X;VILLA SANTA MARIA CONVITTO;CONVITTO ANNESSO;Statale;ABRUZZO;CHIETI;VILLA SANTA MARIA;66047;VIA ROMA 18;;ISTITUZIONE EDUCAT.;;IP;;;069102;
10579;CHTD035004;FRENTANO;ISTITUTO TECNICO COMMERCIALE;Non statale;ABRUZZO;CHIETI;VASTO;66054;VIA CICCARONE, 262;0873 370565;;;;LEGALMENTE RICONOSCIUTA;PARITARIA;069099;
10526;CHPS1A5002;NUOVO D.G. ROSSETTI;LICEO SCIENTIFICO;Non statale;ABRUZZO;CHIETI;CHIETI;66100;CORSO MARRUCCINO, 46;0871 321659;;;;LEGALMENTE RICONOSCIUTA;PARITARIA;069022;
10527;CHRFVV500B;D.O.G.E. SCHOOL COLLEGE;ISTITUTO PROFESSIONALE PER I SERVIZI SOCIALI;Non statale;ABRUZZO;CHIETI;CHIETI;66100;CORSO MARRUCCINO, 46;0871 321659;;;;LEGALMENTE RICONOSCIUTA;PARITARIA;069022;
10529;CHTDO3500O;NUOVO I.R.I. SCHOOL COLLEGE;ISTITUTO TECNICO COMMERCIALE;Non statale;ABRUZZO;CHIETI;FRANCAVILLA AL MARE;66023;VIA DEI FRENTANI, 7;085 4914971;;;;LEGALMENTE RICONOSCIUTA;;069035;
10492;CHIS012006;LUIGI DI SAVOIA;ISTITUTO SUPERIORE;Statale;ABRUZZO;CHIETI;CHIETI;66100;VIA E. GAETANI D'ARAGONA 21;0871 344021;ISTITUTO PRINCIPALE;;IS;;;069022;
11081;CHIS00900A;V.EMANUELE II;ISTITUTO SUPERIORE;Statale;ABRUZZO;CHIETI;LANCIANO;;VIA BOLOGNA N. 8;;ISTITUTO PRINCIPALE;;IS;;;069046;
10534;CHTDOP500R;IGEA IL NAZARENO;ISTITUTO TECNICO COMMERCIALE;Non statale;ABRUZZO;CHIETI;VASTO;66054;VIA VITTORIO VENETO 5;0873 378632;;;;LEGALMENTE RICONOSCIUTA;;069099;
10528;CHPLFF500F;NUOVO D.G. ROSSETTI;LICEO LINGUISTICO;Non statale;ABRUZZO;CHIETI;CHIETI;66100;CORSO MARRUCCINO, 46;0871 321659;;;;LEGALMENTE RICONOSCIUTA;PARITARIA;069022;
10530;CHTBPT500Q;NUOVO I.R.I. SCHOOL COLLEGE;ISTITUTO TECNICO AREONAUTICO;Non statale;ABRUZZO;CHIETI;FRANCAVILLA AL MARE;66023;VIA DEI FRENTANI, 7;085 4914971;;;;LEGALMENTE RICONOSCIUTA;;069035;
10532;CHPCDF500N;NUOVO I.R.I. SCHOOL COLLEGE;LICEO CLASSICO;Non statale;ABRUZZO;CHIETI;FRANCAVILLA AL MARE;66023;VIA DEI FRENTANI, 7;085 4914971;;;;LEGALMENTE RICONOSCIUTA;;069035;
10533;CHRI00500N;PITAGORA 'ABBIGLIAMENTO E MODA';ISTITUTO PROFESSIONALE INDUSTRIA E ARTIGIANATO;Non statale;ABRUZZO;CHIETI;FRANCAVILLA AL MARE;66023;VIALE TOSTI, 38;085 817618;;;;LEGALMENTE RICONOSCIUTA;;069035;
10525;CHTD79500T;NUOVO D.G. ROSSETTI;ISTITUTO TECNICO COMMERCIALE;Non statale;ABRUZZO;CHIETI;CHIETI;66100;CORSO MARRUCCINO, 46;0871 321659;;;;LEGALMENTE RICONOSCIUTA;PARITARIA;069022;
11622;CHIS013002;ITI-LICEO SCIENTIFICO  MATTEI;ISTITUTO SUPERIORE;Statale;ABRUZZO;CHIETI;VASTO;66054;VIA SAN ROCCO;;ISTITUTO PRINCIPALE;;IS;;;069099;
12413;CHTF020502;L. DA VINCI  (CORSO SERALE);ISTITUTO TECNICO INDUSTRIALE;Statale;ABRUZZO;CHIETI;LANCIANO;;VIA GUIDO ROSATO, 5;;CORSO SERALE;;;;;069046;
11983;CHPSAN5007;NUOVO I.R.I. SCHOOL COLLEGE;LICEO SCIENTIFICO;Non statale;ABRUZZO;CHIETI;FRANCAVILLA AL MARE;66023;VIA DEI FRENTANI, 7;;;;;;;069035;
11511;CHTF012514;L. SAVOIA  (CORSO SERALE);ISTITUTO TECNICO INDUSTRIALE;Statale;ABRUZZO;CHIETI;CHIETI;;VIA E. GAETANI D'ARAGONA 21;;CORSO SERALE;;;;;069022;
8047;CHIS00100Q;L.V.PUDENTE;ISTITUTO SUPERIORE;Statale;ABRUZZO;CHIETI;VASTO;66054;VIA DANTE G.ROSSETTI,2;0873 367791;ISTITUTO PRINCIPALE;;IS;;;069099;
8048;CHIS00200G;RIDOLFI;ISTITUTO SUPERIORE;Statale;ABRUZZO;CHIETI;SCERNI;66020;VIA COLLE COMUNE;0873 914006;ISTITUTO PRINCIPALE;;IS;;;069087;
8049;CHIS00300B;ALGERI MARINO;ISTITUTO SUPERIORE;Statale;ABRUZZO;CHIETI;CASOLI;66043;VIA DEL CAMPO, 35;0872 982141;ISTITUTO PRINCIPALE;;IS;;;069017;
8050;CHIS004007;L. EINAUDI;ISTITUTO SUPERIORE;Statale;ABRUZZO;CHIETI;ORTONA;66026;VIA NICOLA CALIPARI, 15;085 9062448;ISTITUTO PRINCIPALE;;IS;;;069058;
8051;CHIS00600V;S. SPAVENTA;ISTITUTO SUPERIORE;Statale;ABRUZZO;CHIETI;ATESSA;66041;VIALE DELLA STAZIONE, 9;0872 865696;ISTITUTO PRINCIPALE;;IS;;;069005;
8052;CHIS00700P;R. MATTIOLI;ISTITUTO SUPERIORE;Statale;ABRUZZO;CHIETI;SAN SALVO;66050;VIA MONTE GRAPPA 69;0873 547801;ISTITUTO PRINCIPALE;;IS;;;069083;
9449;CHPLX00624;OVIDIO;LICEO LINGUISTICO;Non statale;ABRUZZO;CHIETI;LANCIANO;66034;VIA PER FOSSACESIA, 29;;;;;LEGALMENTE RICONOSCIUTA;;069046;
8996;CHTDX00172;DE NICOLA;ISTITUTO TECNICO COMMERCIALE;Statale;ABRUZZO;CHIETI;CHIETI;66013;VIALE ABRUZZO, 229;;;;;;;069022;
202;AQPM050002;VITTORIO EMANUELE II;LICEO SCIENZE SOCIALI (ex IST. MAGISTRALE);Statale;ABRUZZO;L'AQUILA;L'AQUILA;67100;VIA LEONARDO DA VINCI 8;0862 23178;;AQIS00100A;SS;;;066049;
199;AQPC040007;DOMENICO COTUGNO;LICEO CLASSICO;Statale;ABRUZZO;L'AQUILA;L'AQUILA;67100;VIA LEONARDO DA VINCI 8;0862 24571;;AQIS00100A;SS;;;066049;
216;AQRI00201T;ISTITUTO DI ISTRUZIONE SUPERIORE PATINI;ISTITUTO PROFESSIONALE INDUSTRIA E ARTIGIANATO;Statale;ABRUZZO;L'AQUILA;CASTEL DI SANGRO;67031;VIA DEI CARACENI, 4;0864 845856;;AQIS002006;SS;;;066028;
205;AQPS00201L;T. PATINI;LICEO SCIENTIFICO;Statale;ABRUZZO;L'AQUILA;CASTEL DI SANGRO;67031;VIA DEI CARACENI 4;0864 85856;;AQIS002006;SS;;;066028;
212;AQRA003012;I.P.AGR.;ISTITUTO PROFESSIONALE PER L'AGRICOLTURA E L'AMBIENTE;Statale;ABRUZZO;L'AQUILA;L'AQUILA;67100;PIAZZA LAURETANA, 1;0862 24098;;AQIS003002;SS;;;066049;
